,Unnamed: 0,Unnamed: 0.1,date,country,lang,content,label,id,translated_tweets,tokenized_content
410,410,410,2021-11-18 17:56:53+00:00,Ireland,en,@KikiOokok @Nawaf47_48 @mohammed_hijab @AbigailShrier @benshapiro It renders all these religions false because these religions all claim to be true yet within each different religion there is division and arguments about the interpretation. That is no more apparent than in Islam itself. I'm lucky to have met a number of former Muslims.,2.0,,@KikiOokok @Nawaf47_48 @mohammed_hijab @AbigailShrier @benshapiro It renders all these religions false because these religions all claim to be true yet within each different religion there is division and arguments about the interpretation. That is no more apparent than in Islam itself. I'm lucky to have met a number of former Muslims.,render religion false religion claim true yet within different religion division argument interpretation apparent islam i'm lucky meet number former muslim
411,411,411,2018-08-09 13:47:16+00:00,United Kingdom,en,"I’m pretty sure I don’t look like a bank robber, even with my #hijab on 🙄🤔😁 (I don’t wear a #Niqab though) #BorisJohnson or whoever have been mocking us for countless years. Nothing new. Let’s focus on #Brexit and #Israel #Burka bcs we’ll never get justice where he’s concerned https://t.co/28ESvLt6LO",2.0,,"I’m pretty sure I don’t look like a bank robber, even with my #hijab on 🙄🤔😁 (I don’t wear a #Niqab though) #BorisJohnson or whoever have been mocking us for countless years. Nothing new. Let’s focus on #Brexit and #Israel #Burka bcs we’ll never get justice where he’s concerned https://t.co/28ESvLt6LO",pretty sure look like bank robber even #hijab face_with_rolling_eyes thinking_face beaming_face_with_smiling_eyes wear #niqab though #borisjohnson whoever mock countless year nothing new let focus #brexit #israel #burka bcs never get justice concern
412,412,412,2021-05-03 00:21:06+00:00,United Kingdom,en,It’s a reinvention of RYAN MOONEY! #WatchROH #Mecca vs #NOnova https://t.co/PzNaAGWzxI,2.0,,It’s a reinvention of RYAN MOONEY! #WatchROH #Mecca vs #NOnova https://t.co/PzNaAGWzxI,reinvention ryan mooney #watchroh #mecca #nonova
413,413,413,2017-12-17 20:47:26+00:00,Turkey,en,looks like rain is in today’s forecast. domes on domes on domes. #mashAllah #ottomanart #islam @… https://t.co/Xf9OH2Ig9m,2.0,,looks like rain is in today’s forecast. domes on domes on domes. #mashAllah #ottomanart #islam @… https://t.co/Xf9OH2Ig9m,look like rain today forecast dome domes domes #mashallah #ottomanart #islam
414,414,414,2021-11-19 08:39:40+00:00,Ireland,en,@KikiOokok @054durin @Nawaf47_48 @mohammed_hijab @AbigailShrier @benshapiro You are correct about the fact and theory terms in science and evolution by natural selection is a scientific fact. Modern day medicine depends on it.,2.0,,@KikiOokok @054durin @Nawaf47_48 @mohammed_hijab @AbigailShrier @benshapiro You are correct about the fact and theory terms in science and evolution by natural selection is a scientific fact. Modern day medicine depends on it.,correct fact theory term science evolution natural selection scientific fact modern day medicine depends
415,415,415,2021-11-16 18:35:01+00:00,United Kingdom,en,"When You Say ‘I’ https://t.co/j2mypIDSfx

#Islam #NahdlatulUlama #Naqshbandi #Poetry #Sufilive #Sufism #YunusEmre https://t.co/zeiTB6cUTr",2.0,,"When You Say ‘I’ https://t.co/j2mypIDSfx

#Islam #NahdlatulUlama #Naqshbandi #Poetry #Sufilive #Sufism #YunusEmre https://t.co/zeiTB6cUTr",say #islam #nahdlatululama #naqshbandi #poetry #sufilive #sufism #yunusemre
416,416,416,2020-04-01 14:46:18+00:00,United Kingdom,en,"• Ustadh Abdul Wahid Stephenson.
• ""The Importance of Self Reliance.""
• https://t.co/rwe0ixvrAi

#Sunnah #Islam #Muslims #Ummah #Salafi #Tawheed #Hadith #Hadeeth #Truth #Faslehood #Makkah #Madinah #Jannah #Jahhanum #Tawakkul #Quran #Recite #Khutbah",2.0,,"• Ustadh Abdul Wahid Stephenson.
• ""The Importance of Self Reliance.""
• https://t.co/rwe0ixvrAi

#Sunnah #Islam #Muslims #Ummah #Salafi #Tawheed #Hadith #Hadeeth #Truth #Faslehood #Makkah #Madinah #Jannah #Jahhanum #Tawakkul #Quran #Recite #Khutbah",ustadh abdul wahid stephenson importance self reliance #sunnah #islam #muslims #ummah #salafi #tawheed #hadith #hadeeth #truth #faslehood #makkah #madinah #jannah #jahhanum #tawakkul #quran #recite #khutbah
417,417,417,2019-01-17 21:28:27+00:00,United Kingdom,en,"MT Far-Right #Extremists Are #Recruiting Primary School #Children, Says Government Tsar - LBC @LBC https://t.co/cliyPtmUZF",2.0,,"MT Far-Right #Extremists Are #Recruiting Primary School #Children, Says Government Tsar - LBC @LBC https://t.co/cliyPtmUZF",far-right #extremists #recruiting primary school #children say government tsar lbc
418,418,418,2018-10-19 15:48:30+00:00,United Kingdom,en,"Handmade by @AngawiAhmad and his team at 'The Arch' Hackney https://t.co/3UIAH67DjN

Screen #britishmuseum #artifact #islamic #design #wooden #handcarved #geometry… https://t.co/ZVHKeFZirv",2.0,,"Handmade by @AngawiAhmad and his team at 'The Arch' Hackney https://t.co/3UIAH67DjN

Screen #britishmuseum #artifact #islamic #design #wooden #handcarved #geometry… https://t.co/ZVHKeFZirv",handmade team arch hackney screen #britishmuseum #artifact #islamic #design #wooden #handcarved #geometry
419,419,419,2013-04-10 22:14:23+00:00,France,en,"""If anything happens, don't fuckin' blame me, white America, fuck Bill O'Reilly"" #radicals #tylerthecreator",2.0,,"""If anything happens, don't fuckin' blame me, white America, fuck Bill O'Reilly"" #radicals #tylerthecreator",anything happen fuckin blame white america fuck bill o'reilly #radicals #tylerthecreator
420,420,420,2018-12-28 09:52:08+00:00,Turkey,en,View of the Blue Mosque from our hotel's rooftop balcony 😀 @ Blue Mosque (Sultanahmet Camii) https://t.co/iydDZxrztu,2.0,,View of the Blue Mosque from our hotel's rooftop balcony 😀 @ Blue Mosque (Sultanahmet Camii) https://t.co/iydDZxrztu,view blue mosque hotel's rooftop balcony grinning_face blue mosque sultanahmet camii
421,421,421,2021-10-27 13:41:31+00:00,United Kingdom,en,"@KrqOfficial Oh , you stepped in politics, MashAllah",2.0,,"@KrqOfficial Oh , you stepped in politics, MashAllah",step politics mashallah
422,422,422,2014-12-20 03:04:38+00:00,United Kingdom,en,True #Islam is derived from the Quran &amp; #ProphetMuhammad (pbuh) and not from the traditions or cultures of Muslim people. #KnowIslam #peace,2.0,,True #Islam is derived from the Quran &amp; #ProphetMuhammad (pbuh) and not from the traditions or cultures of Muslim people. #KnowIslam #peace,true #islam derive quran #prophetmuhammad pbuh tradition culture muslim people #knowislam #peace
423,423,423,2018-12-28 12:18:12+00:00,Morocco,en,I've finally gotten round to having my last film from Morocco developed. This is what I got. This is the Hassan II mosque. It is actually the only mosque in Morocco where non-muslims are… https://t.co/wyBrEAmbbR,2.0,,I've finally gotten round to having my last film from Morocco developed. This is what I got. This is the Hassan II mosque. It is actually the only mosque in Morocco where non-muslims are… https://t.co/wyBrEAmbbR,i've finally get round last film morocco develop get hassan mosque actually mosque morocco non-muslims
424,424,424,2018-12-08 10:24:42+00:00,United Kingdom,en,#mashallah beautiful https://t.co/etvMve6scB,2.0,,#mashallah beautiful https://t.co/etvMve6scB,#mashallah beautiful
425,425,425,2021-11-16 21:06:55+00:00,United Kingdom,en,"While waiting for the ‘show’ to start, a brother asked me, “is there segregation for sisters?” Quite surprised by his ‘strange’ question, I answered: and why would you ask that? We are on a road in public, not in a mosque or private place”! But it’s easy to do if they’d want to..",2.0,,"While waiting for the ‘show’ to start, a brother asked me, “is there segregation for sisters?” Quite surprised by his ‘strange’ question, I answered: and why would you ask that? We are on a road in public, not in a mosque or private place”! But it’s easy to do if they’d want to..",wait show start brother ask segregation sister quite surprise strange question answer would ask road public mosque private place easy want
426,426,426,2021-11-29 18:09:50+00:00,United Kingdom,en,"Sorry, Allah SWT miss spelled. https://t.co/55K2iOvJtq",2.0,,"Sorry, Allah SWT miss spelled. https://t.co/55K2iOvJtq",sorry allah swt miss spell
427,427,427,2018-12-06 18:11:26+00:00,United Kingdom,en,When you forget to say bismillah https://t.co/wJur06lXdD,2.0,,When you forget to say bismillah https://t.co/wJur06lXdD,forget say bismillah
428,428,428,2017-12-13 16:14:08+00:00,United Kingdom,en,"A community caged within its own city -A sad&amp;concerning account from south west #Pakistan🇵🇰where #Hazara community,who have for decades been targeted by #sectarian #extremists using suicide bombings&amp;targeted shootings,fear travel and feel under siege👉🏽 https://t.co/QRyNuvtabV https://t.co/9amM47ZeZK",2.0,,"A community caged within its own city -A sad&amp;concerning account from south west #Pakistan🇵🇰where #Hazara community,who have for decades been targeted by #sectarian #extremists using suicide bombings&amp;targeted shootings,fear travel and feel under siege👉🏽 https://t.co/QRyNuvtabV https://t.co/9amM47ZeZK",community cage within city sad concern account south west #pakistan akistan #hazara community decade target #sectarian #extremists use suicide bombing target shooting fear travel feel siege backhand_index_pointing_right_medium_skin_tone
429,429,429,2021-11-02 22:43:05+00:00,Ireland,en,"Nothing scares me like the thought of the grave. There are people literally dead &amp; buried in graves thousands of years before I existed. And they are there underground, just waiting until Allah Azzawajjal calls time up. Subhanallah! May Allah's mercy be upon them and us always! https://t.co/uPfikqVtrG",2.0,,"Nothing scares me like the thought of the grave. There are people literally dead &amp; buried in graves thousands of years before I existed. And they are there underground, just waiting until Allah Azzawajjal calls time up. Subhanallah! May Allah's mercy be upon them and us always! https://t.co/uPfikqVtrG",nothing scare like thought grave people literally dead bury graf thousand year exist underground wait allah azzawajjal call time subhanallah may allah's mercy upon always
430,430,430,2018-12-29 18:16:06+00:00,United Kingdom,en,You diving bastard #Salah,2.0,,You diving bastard #Salah,dive bastard #salah
431,431,431,2018-12-11 19:24:45+00:00,United Kingdom,en,"lunchtime wander down and around Denmark Street, London: a Musician’s Mecca of sorts... @ London, United Kingdom https://t.co/tifgg1rOXp",2.0,,"lunchtime wander down and around Denmark Street, London: a Musician’s Mecca of sorts... @ London, United Kingdom https://t.co/tifgg1rOXp",lunchtime wander around denmark street london musician mecca sort london united kingdom
432,432,432,2021-11-28 19:13:34+00:00,United Kingdom,en,"@mitsyarty It's odd that these are the same people who wish Muslims well at Eid, without ever considering the sensitivities Buddhists, Christians, Hindus, Jains, Pagans, Sikhs, or Zoroastrians.",2.0,,"@mitsyarty It's odd that these are the same people who wish Muslims well at Eid, without ever considering the sensitivities Buddhists, Christians, Hindus, Jains, Pagans, Sikhs, or Zoroastrians.",odd people wish muslim well eid without ever consider sensitivity buddhist christian hindus jains pagan sikhs zoroastrian
433,433,433,2018-12-25 18:11:57+00:00,United Kingdom,en,"Buy now @amazonuk
https://t.co/LZrV34imA7

#londonisopen #londonbridge #englandaway
#London #Londonislovinit #londonlife #uk #England #UnitedKingdom #MoSalah #salah #EnglishPremierLeague #PremierLeague #QueensSpeech #joinin #christmasdinner #top4of2018 #top4of2018 #bullying https://t.co/6SY0P7aPvQ",2.0,,"Buy now @amazonuk
https://t.co/LZrV34imA7

#londonisopen #londonbridge #englandaway
#London #Londonislovinit #londonlife #uk #England #UnitedKingdom #MoSalah #salah #EnglishPremierLeague #PremierLeague #QueensSpeech #joinin #christmasdinner #top4of2018 #top4of2018 #bullying https://t.co/6SY0P7aPvQ",buy #londonisopen #londonbridge #englandaway #london #londonislovinit #londonlife #uk #england #unitedkingdom #mosalah #salah #englishpremierleague #premierleague #queensspeech #joinin #christmasdinner #top4of2018 #top4of2018 #bullying
434,434,434,2018-11-18 20:51:14+00:00,Germany,en,"@lmz_01 Inna lillahi wa inna ilayi rajioon 
May Allah grant her Jannah and give you and your family Sabr In Shaa Allah Ameen",2.0,,"@lmz_01 Inna lillahi wa inna ilayi rajioon 
May Allah grant her Jannah and give you and your family Sabr In Shaa Allah Ameen",inna lillahi inna ilayi rajioon may allah grant jannah give family sabr shaa allah ameen
435,435,435,2021-10-02 11:40:46+00:00,United Kingdom,en,@MawraHocane A unique performer one of the best in his position. May Allah swt grant him highest rank in jannah. Every life has to come to an end we all are in a queue unfortunately it was his turn RIP,2.0,,@MawraHocane A unique performer one of the best in his position. May Allah swt grant him highest rank in jannah. Every life has to come to an end we all are in a queue unfortunately it was his turn RIP,unique performer one best position may allah swt grant high rank jannah every life come end queue unfortunately turn rip
436,436,436,2021-09-17 22:45:07+00:00,United Kingdom,en,"A lesson from todays jumah! 
Hate the sin with all your heart but not the sinner!

Our job is to wipe out the disease and not the patient!

Imagine that you are hating a person for his sins that which Allah has already forgive him and made him free from his sins Subhanallah!",2.0,,"A lesson from todays jumah! 
Hate the sin with all your heart but not the sinner!

Our job is to wipe out the disease and not the patient!

Imagine that you are hating a person for his sins that which Allah has already forgive him and made him free from his sins Subhanallah!",lesson today jumah hate sin heart sinner job wipe disease patient imagine hat person sin allah already forgive make free sin subhanallah
437,437,437,2021-06-21 21:04:45+00:00,United Kingdom,en,Interesting that #Trans and #Quran hashtag are trending! https://t.co/gZCfEJ75bg,2.0,,Interesting that #Trans and #Quran hashtag are trending! https://t.co/gZCfEJ75bg,interest #trans #quran hashtag trend
438,438,438,2018-12-25 23:57:54+00:00,Kosovo,en,"Why is @Europarl_EN and the rest keep calling us nazis and radicals nationalists? Because we love our #Europe and our culture? When has being white/caucasian became a crime? l love my continent, l love my country #Serbia and l love my fellow Europeans. Support for  #GiletsJaunes",2.0,,"Why is @Europarl_EN and the rest keep calling us nazis and radicals nationalists? Because we love our #Europe and our culture? When has being white/caucasian became a crime? l love my continent, l love my country #Serbia and l love my fellow Europeans. Support for  #GiletsJaunes",rest keep call nazi radical nationalist love #europe culture white caucasian become crime love continent love country #serbia love fellow european support #giletsjaunes
439,439,439,2021-11-23 14:37:09+00:00,Ukraine,en,"Fixing your Deen isn't only praying
regularly and reading Quran more
frequently.
It's also about fixing your character,
the way you behave when you interact
with people, the vocabulary you use,
the people you surround yourself with",2.0,,"Fixing your Deen isn't only praying
regularly and reading Quran more
frequently.
It's also about fixing your character,
the way you behave when you interact
with people, the vocabulary you use,
the people you surround yourself with",fix deen pray regularly read quran frequently also fix character way behave interact people vocabulary use people surround
